#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_JAJNSX010000016.1 -         Sodium               RF03071    cm        1       55    41334    41286      -    no    1 0.39   0.0   48.1   1.3e-06 !   Lactobacillus delbrueckii subsp. bulgaricus strain FAM 22166 FAM22166-i1-1_scf16, whole genome shotgun sequence
NZ_JJMN01000064.1    -         Sodium               RF03071    cm        1       55    37287    37331      +    no    1 0.53   0.0   12.4   1.8e+03 ?   Vibrio metoecus strain OP3H Contig3, whole genome shotgun sequence
NZ_JPZA01000414.1    -         Sodium               RF03071    cm        1       55     6137     6168      +    no    1 0.44   0.0   12.4   1.8e+03 ?   Avibacterium paragallinarum strain Modesto contig00634, whole genome shotgun sequence
NZ_JAEMFY010000171.1 -         Sodium               RF03071    cm        1       55       97       61      -    no    1 0.27   0.0   12.4   1.8e+03 ?   Vibrio cholerae strain Vc3019 NODE_188_length_263_cov_0.784946, whole genome shotgun sequence
NZ_MCWV02000001.1    -         Sodium               RF03071    cm        1       55  3185787  3185822      +    no    1 0.44   0.0   12.4   1.8e+03 ?   Vibrio lentus strain 10N.261.55.C8 10N26155C8_0, whole genome shotgun sequence
NZ_MSCZ01000034.1    -         Sodium               RF03071    cm        1       55     3192     3138      -    no    1 0.22   0.4   12.4   1.8e+03 ?   Acinetobacter baumannii strain 11598 scaffold3_2, whole genome shotgun sequence
NZ_BDGP01000214.1    -         Sodium               RF03071    cm        1       55   120955   120913      -    no    1 0.44   0.0   12.4   1.8e+03 ?   Thaumasiovibrio occultus strain C4II189, whole genome shotgun sequence
NZ_JAAVJS010000263.1 -         Sodium               RF03071    cm       37       54      305      288      -    no    1 0.33   0.0   12.4   1.8e+03 ?   Tamlana crocina strain HST1-43 seq266, whole genome shotgun sequence
NZ_CABEFZ010000075.1 -         Sodium               RF03071    cm        1       55   117002   117066      +    no    1 0.35   0.2   12.4   1.8e+03 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_JJMN01000025.1    -         Sodium               RF03071    cm        3       55      287      241      -    no    1 0.30   0.0   12.3   1.9e+03 ?   Vibrio metoecus strain OP3H Contig50, whole genome shotgun sequence
NZ_VKDH01000026.1    -         Sodium               RF03071    cm        1       55     5452     5517      +    no    1 0.47   0.0   12.3   1.9e+03 ?   Corynebacterium aurimucosum strain 2218 NODE_26_length_11630_cov_182.557, whole genome shotgun sequence
NZ_MNPM02000003.1    -         Sodium               RF03071    cm        1       55    34449    34478      +    no    1 0.33   0.0   12.3   1.9e+03 ?   Mastigocladus laminosus UU774 scaffold_2, whole genome shotgun sequence
NZ_QFLV01000383.1    -         Sodium               RF03071    cm        1       55      386      426      +    no    1 0.34   0.0   12.3   1.9e+03 ?   Enterobacter cloacae complex sp. 4DZ1-17B1 NODE_466_length_450_cov_0.758514, whole genome shotgun sequence
NZ_MSCZ01000004.1    -         Sodium               RF03071    cm        1       55   189819   189846      +    no    1 0.39   0.0   12.3   1.9e+03 ?   Acinetobacter baumannii strain 11598 scaffold4, whole genome shotgun sequence
NZ_PRGG01000019.1    -         Sodium               RF03071    cm        1       55   221500   221473      -    no    1 0.39   0.0   12.3   1.9e+03 ?   Acinetobacter baumannii strain AB-HZ-S15 sp_sm_15_ctg019_273470, whole genome shotgun sequence
NZ_BJKF01000002.1    -         Sodium               RF03071    cm        1       55   200774   200801      +    no    1 0.39   0.0   12.3   1.9e+03 ?   Acinetobacter baumannii strain NIPH17_0019 contig_2, whole genome shotgun sequence
NZ_MCWV02000002.1    -         Sodium               RF03071    cm        1       55  1711911  1711967      +    no    1 0.40   0.0   12.3   1.9e+03 ?   Vibrio lentus strain 10N.261.55.C8 10N26155C8_1, whole genome shotgun sequence
NZ_JABCLX010000242.1 -         Sodium               RF03071    cm       37       54      111      128      +    no    1 0.39   0.0   12.3   1.9e+03 ?   Vibrio parahaemolyticus strain Vb1212 BJAJODKE_1135, whole genome shotgun sequence
NZ_CABEFZ010000086.1 -         Sodium               RF03071    cm        1       55    42043    41959      -    no    1 0.58   0.0   12.3   1.9e+03 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_QQQX01000007.1    -         Sodium               RF03071    cm        3       28     6882     6858      -    no    1 0.12   0.1   12.3   1.9e+03 ?   Mesomycoplasma hyopneumoniae strain MHP699 Mhp699_7_length_42354_cov_12.8481, whole genome shotgun sequence
NZ_AGGZ01000038.1    -         Sodium               RF03071    cm        1       55     7929     7959      +    no    1 0.35   0.0   12.3   1.9e+03 ?   Streptococcus sobrinus TCI-357 contig00038, whole genome shotgun sequence
NZ_MSCZ01000029.1    -         Sodium               RF03071    cm        1       55    82098    82065      -    no    1 0.41   0.0   12.3   1.9e+03 ?   Acinetobacter baumannii strain 11598 scaffold15, whole genome shotgun sequence
NZ_PRGG01000036.1    -         Sodium               RF03071    cm        1       55    83298    83265      -    no    1 0.41   0.0   12.3   1.9e+03 ?   Acinetobacter baumannii strain AB-HZ-S15 sp_sm_15_ctg036_462575, whole genome shotgun sequence
NZ_BJKF01000036.1    -         Sodium               RF03071    cm        1       55    29415    29448      +    no    1 0.41   0.0   12.3   1.9e+03 ?   Acinetobacter baumannii strain NIPH17_0019 contig_36, whole genome shotgun sequence
NZ_JZAQ01000075.1    -         Sodium               RF03071    cm       37       54       86      103      +    no    1 0.39   0.0   12.3   1.9e+03 ?   Vibrio parahaemolyticus strain 09-3217 contig75, whole genome shotgun sequence
NZ_JYJT01000123.1    -         Sodium               RF03071    cm       37       54       86      103      +    no    1 0.39   0.0   12.3   1.9e+03 ?   Vibrio parahaemolyticus strain 10-4255 contig123, whole genome shotgun sequence
NZ_NVKN01000076.1    -         Sodium               RF03071    cm       38       53      127      142      +    no    1 0.25   0.0   12.3   1.9e+03 ?   Priestia megaterium strain AFS099045 AFS099045_103_E4_Contig111_140523, whole genome shotgun sequence
NZ_JACFAX010000009.1 -         Sodium               RF03071    cm       38       53    21739    21754      +    no    1 0.25   0.0   12.3   1.9e+03 ?   Borreliella garinii subsp. bavariensis strain PBN PBN_lp28-9_NODE_8_length_33522, whole genome shotgun sequence
NZ_MOAU01000219.1    -         Sodium               RF03071    cm        1       55      118      192      +    no    1 0.60   0.0   12.3   1.9e+03 ?   Pseudomonas protegens strain 1B1 1B1_contig_297, whole genome shotgun sequence
NZ_QRUI01000050.1    -         Sodium               RF03071    cm        1       55    19171    19234      +    no    1 0.23   0.3   12.3   1.9e+03 ?   Phocaeicola plebeius strain AF25-1LB AF25-1LB.Scaf50, whole genome shotgun sequence
NZ_FYTN01000003.1    -         Sodium               RF03071    cm        1       55     9688     9652      -    no    1 0.35   0.0   12.2     2e+03 ?   Streptococcus pneumoniae strain UoS5098, whole genome shotgun sequence
NZ_AKBW01000001.1    -         Sodium               RF03071    cm        1       55   505179   505215      +    no    1 0.35   0.0   12.2     2e+03 ?   Streptococcus pneumoniae TIGR4 chromosome, whole genome shotgun sequence
NZ_NVBF01000215.1    -         Sodium               RF03071    cm        1       55      181      129      -    no    1 0.23   0.4   12.2     2e+03 ?   Bacillus cereus strain AFS067996 AFS067996_105_G9_Contig215_140523, whole genome shotgun sequence
NZ_JPGN01000083.1    -         Sodium               RF03071    cm        1       55    23213    23178      -    no    1 0.50   0.0   12.2     2e+03 ?   Nitrosococcus oceani C-27 contig_26, whole genome shotgun sequence
NZ_QOIT01000052.1    -         Sodium               RF03071    cm        1       55       21      104      +    no    1 0.43   0.0   12.2     2e+03 ?   Enterococcus faecium strain IHC14 ICH14_contig_20_consensus_1, whole genome shotgun sequence
NZ_PVLK01000009.1    -         Sodium               RF03071    cm        1       55    40437    40397      -    no    1 0.39   0.0   12.2     2e+03 ?   Streptococcus agalactiae strain SA12AQUAVET NODE_9_length_65838_cov_19.2048, whole genome shotgun sequence
NZ_JABTZX010000006.1 -         Sodium               RF03071    cm        1       55  2708025  2707980      -    no    1 0.30   0.0   12.2     2e+03 ?   Staphylococcus aureus strain 18SBCL674 18SBCL674STA_7, whole genome shotgun sequence
NZ_QQQX01000001.1    -         Sodium               RF03071    cm        3       55    71739    71782      +    no    1 0.20   0.1   12.2     2e+03 ?   Mesomycoplasma hyopneumoniae strain MHP699 Mhp699_1_length_88123_cov_14.0038, whole genome shotgun sequence
NZ_JPGN01000053.1    -         Sodium               RF03071    cm        1       55    20562    20602      +    no    1 0.49   0.0   12.2     2e+03 ?   Nitrosococcus oceani C-27 contig_37, whole genome shotgun sequence
NZ_AEPG01000374.1    -         Sodium               RF03071    cm        1       55    17825    17855      +    no    1 0.35   0.0   12.2     2e+03 ?   Neisseria sicca DS1 contig00374, whole genome shotgun sequence
NZ_JACJMT010000008.1 -         Sodium               RF03071    cm       36       55    63075    63056      -    no    1 0.65   0.0   12.2     2e+03 ?   UNVERIFIED_ORG: Rhizobium pisi strain 27/80 Ga0394392_08, whole genome shotgun sequence
NZ_MOSX01000010.1    -         Sodium               RF03071    cm        1       55   121129   121175      +    no    1 0.40   0.0   12.2     2e+03 ?   Clostridioides difficile strain 6607-DH/ST42 6607_contig000010, whole genome shotgun sequence
NZ_JAAVSD010000017.1 -         Sodium               RF03071    cm        1       55    10967    10907      -    no    1 0.39   0.0   12.2   2.1e+03 ?   Levilactobacillus tujiorum strain HBUAS51329 Scaffold17, whole genome shotgun sequence
NZ_MNPM02000016.1    -         Sodium               RF03071    cm        3       28    46807    46786      -    no    1 0.45   0.0   12.2   2.1e+03 ?   Mastigocladus laminosus UU774 scaffold_15, whole genome shotgun sequence
NZ_VWOE01000060.1    -         Sodium               RF03071    cm        1       55      406      358      -    no    1 0.31   0.0   12.2   2.1e+03 ?   Enterococcus faecalis strain 37AC 36_R1_(paired)_contig_76, whole genome shotgun sequence
NZ_JADLQY010000109.1 -         Sodium               RF03071    cm        1       55      223      264      +    no    1 0.52   0.0   12.1   2.1e+03 ?   Nocardia farcinica strain N-1 NODE_157_length_430_cov_0.297030, whole genome shotgun sequence
NZ_FYTN01000007.1    -         Sodium               RF03071    cm        3       28    50654    50675      +    no    1 0.18   0.0   12.1   2.1e+03 ?   Streptococcus pneumoniae strain UoS5098, whole genome shotgun sequence
NZ_AKBW01000001.1    -         Sodium               RF03071    cm        3       28   567529   567550      +    no    1 0.18   0.0   12.1   2.1e+03 ?   Streptococcus pneumoniae TIGR4 chromosome, whole genome shotgun sequence
NZ_JAAKAK010000005.1 -         Sodium               RF03071    cm        1       55    27624    27681      +    no    1 0.47   0.0   12.1   2.1e+03 ?   Campylobacter coli strain 600001 600001_5, whole genome shotgun sequence
NZ_QYUU01000005.1    -         Sodium               RF03071    cm        1       55    28540    28597      +    no    1 0.47   0.0   12.1   2.1e+03 ?   Campylobacter coli strain F8 Contig_5, whole genome shotgun sequence
NZ_MNPM02000018.1    -         Sodium               RF03071    cm        1       55     5384     5339      -    no    1 0.35   0.0   12.1   2.1e+03 ?   Mastigocladus laminosus UU774 scaffold_17, whole genome shotgun sequence
NZ_JACFAY010000001.1 -         Sodium               RF03071    cm        1       55   214195   214138      -    no    1 0.22   1.1   12.1   2.1e+03 ?   Borreliella garinii subsp. bavariensis strain PBar PBar_chr_to_PBi_insert, whole genome shotgun sequence
NZ_JACFAX010000001.1 -         Sodium               RF03071    cm        1       55   214243   214186      -    no    1 0.22   1.1   12.1   2.1e+03 ?   Borreliella garinii subsp. bavariensis strain PBN PBN_chr_to_PBi_insert, whole genome shotgun sequence
NZ_MNPM02000022.1    -         Sodium               RF03071    cm        1       55     1765     1731      -    no    1 0.43   0.0   12.1   2.1e+03 ?   Mastigocladus laminosus UU774 scaffold_21, whole genome shotgun sequence
NZ_VMIR01000225.1    -         Sodium               RF03071    cm        1       55       52      100      +    no    1 0.61   0.0   12.1   2.1e+03 ?   Acinetobacter baumannii strain 208212 NODE_346_length_301_cov_0.344828, whole genome shotgun sequence
NZ_MOLL01000188.1    -         Sodium               RF03071    cm        3       28       68       48      -    no    1 0.38   0.0   12.1   2.1e+03 ?   Vibrio cholerae strain DL4211 Contig_92, whole genome shotgun sequence
NZ_JWHZ01000289.1    -         Sodium               RF03071    cm        1       55      136      182      +    no    1 0.43   0.0   12.1   2.1e+03 ?   Staphylococcus aureus strain 05-25 contig_315, whole genome shotgun sequence
NZ_MSCZ01000045.1    -         Sodium               RF03071    cm        1       55   114536   114483      -    no    1 0.35   0.0   12.1   2.1e+03 ?   Acinetobacter baumannii strain 11598 scaffold14, whole genome shotgun sequence
NZ_PHSG01000119.1    -         Sodium               RF03071    cm       27       55      251      221      -    5'    2 0.52   0.0   12.1   2.1e+03 ?   Neisseria meningitidis strain PMB5022 182286-PMB5022_contig_361, whole genome shotgun sequence
NZ_VKSL01000309.1    -         Sodium               RF03071    cm        1       55      112      145      +    no    1 0.56   0.0   12.1   2.2e+03 ?   Klebsiella pneumoniae strain AS012481 AS012481_309, whole genome shotgun sequence
NZ_NNKX01000306.1    -         Sodium               RF03071    cm       37       55      239      222      -    5'    2 0.33   0.0   12.1   2.2e+03 ?   Vibrio parahaemolyticus strain C5_5 C5_5_contig306, whole genome shotgun sequence
NZ_SDBC01000129.1    -         Sodium               RF03071    cm        5       26      141      164      +    no    1 0.29   0.0   12.1   2.2e+03 ?   Acinetobacter baumannii strain O1-2 NODE_136_length_522_cov_0.121519, whole genome shotgun sequence
NZ_BDGQ01000052.1    -         Sodium               RF03071    cm       38       53    11617    11632      +    no    1 0.25   0.0   12.1   2.2e+03 ?   Thaumasiovibrio subtropicus strain C4V358, whole genome shotgun sequence
NZ_AEHP01000015.1    -         Sodium               RF03071    cm        1       55    12739    12693      -    no    1 0.34   0.0   12.0   2.2e+03 ?   Lactobacillus iners LactinV 03V1-b contig00014, whole genome shotgun sequence
NZ_AEHP01000042.1    -         Sodium               RF03071    cm        1       55     8421     8477      +    no    1 0.26   0.0   12.0   2.2e+03 ?   Lactobacillus iners LactinV 03V1-b contig00030, whole genome shotgun sequence
