#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_SEIL01000087.1    -         nhaA-I               RF03057    cm        1       55      289      239      -    no    1 0.49   0.0   51.0   8.5e-07 !   Acinetobacter lwoffii strain AL_065 NODE_83_length_12254_cov_23.0646, whole genome shotgun sequence
NZ_JAOA01000006.1    -         nhaA-I               RF03057    cm       35       55   310058   310078      +    no    1 0.86   0.0   13.3   1.2e+03 ?   Mycobacterium kansasii 662 gmk662.contig.5, whole genome shotgun sequence
NZ_JAGTPX010000003.1 -         nhaA-I               RF03057    cm        1       55   320845   320907      +    no    1 0.49   0.0   13.3   1.2e+03 ?   Niallia circulans strain DC10 Contig_3_, whole genome shotgun sequence
NZ_SZVD01000019.1    -         nhaA-I               RF03057    cm        1       55    78431    78481      +    no    1 0.61   0.0   13.2   1.2e+03 ?   Enterobacter ludwigii strain ES-1 NODE_19_length_85925_cov_183.622146, whole genome shotgun sequence
NZ_JYOF01000003.1    -         nhaA-I               RF03057    cm        1       55   549807   549852      +    no    1 0.74   0.0   13.2   1.2e+03 ?   Pseudomonas sp. 2(2015) contig3, whole genome shotgun sequence
NZ_QJTT01000637.1    -         nhaA-I               RF03057    cm        1       55       60       21      -    no    1 0.60   0.0   13.2   1.2e+03 ?   Pseudomonas savastanoi pv. glycinea strain 2411 NODE_640_length_402_cov_0.898182_ID_25470, whole genome shotgun sequence
NZ_JWEM01000115.1    -         nhaA-I               RF03057    cm        1       55      129      207      +    no    1 0.70   0.1   13.2   1.2e+03 ?   Micrococcus luteus strain 1058_MLUT 463_238_3499, whole genome shotgun sequence
NZ_NROK01000355.1    -         nhaA-I               RF03057    cm       44       55      260      249      -    5'    2 0.83   0.0   13.2   1.2e+03 ?   Cronobacter dublinensis strain cro280A contig355, whole genome shotgun sequence
NZ_JACJNF010000011.1 -         nhaA-I               RF03057    cm       28       55   114013   114042      +    no    1 0.70   0.0   13.2   1.2e+03 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4042 Ga0394368_11, whole genome shotgun sequence
NZ_CABVLX010000004.1 -         nhaA-I               RF03057    cm        1       55    57831    57779      -    no    1 0.55   0.0   13.2   1.2e+03 ?   Desulfovibrio diazotrophicus isolate Dwuxii, whole genome shotgun sequence
NZ_CABEFZ010000010.1 -         nhaA-I               RF03057    cm        1       55    36062    36018      -    no    1 0.53   0.0   13.1   1.3e+03 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_CABGVC010000006.1 -         nhaA-I               RF03057    cm        1       55   184246   184200      -    no    1 0.68   0.0   13.1   1.3e+03 ?   Klebsiella pneumoniae strain 4928STDY7071672, whole genome shotgun sequence
NZ_WJWO01000001.1    -         nhaA-I               RF03057    cm        1       55   166731   166777      +    no    1 0.68   0.0   13.1   1.3e+03 ?   Klebsiella pneumoniae strain CriePir26 NODE_1_length_350888_cov_56.4399, whole genome shotgun sequence
NZ_CABKNY010000006.1 -         nhaA-I               RF03057    cm        1       55     9280     9332      +    no    1 0.68   0.0   13.1   1.3e+03 ?   Citrobacter youngae isolate MGYG-HGUT-01317, whole genome shotgun sequence
NZ_CABEFZ010000041.1 -         nhaA-I               RF03057    cm        1       55   130788   130746      -    no    1 0.63   0.0   13.1   1.3e+03 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_JAAQPR010000044.1 -         nhaA-I               RF03057    cm        5       55    18397    18346      -    no    1 0.79   0.3   13.0   1.4e+03 ?   Pseudonocardia cytotoxica strain MCCB 268 tig00000288, whole genome shotgun sequence
NZ_JACJNF010000015.1 -         nhaA-I               RF03057    cm        5       55    60477    60434      -    no    1 0.68   0.0   13.0   1.4e+03 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4042 Ga0394368_15, whole genome shotgun sequence
NZ_QRUI01000009.1    -         nhaA-I               RF03057    cm        1       55    34842    34876      +    no    1 0.77   0.0   13.0   1.4e+03 ?   Phocaeicola plebeius strain AF25-1LB AF25-1LB.Scaf9, whole genome shotgun sequence
NZ_AEPG01000043.1    -         nhaA-I               RF03057    cm        1       55    15732    15680      -    no    1 0.70   0.0   13.0   1.4e+03 ?   Neisseria sicca DS1 contig00043, whole genome shotgun sequence
NZ_JTCJ01000001.1    -         nhaA-I               RF03057    cm        1       55    17019    16961      -    no    1 0.68   0.0   13.0   1.4e+03 ?   Pseudomonas putida strain SQ1 Contig_277_PpSQ1, whole genome shotgun sequence
NZ_JAFFPQ010000001.1 -         nhaA-I               RF03057    cm        1       55  3183923  3183886      -    no    1 0.74   0.0   13.0   1.4e+03 ?   Flagellatimonas centrodinii strain R2A-3 contig1, whole genome shotgun sequence
NZ_VKDK01000009.1    -         nhaA-I               RF03057    cm        1       55    76574    76609      +    no    1 0.78   0.0   13.0   1.4e+03 ?   Corynebacterium aurimucosum strain 2274 NODE_9_length_85002_cov_224.281, whole genome shotgun sequence
NZ_BIMO01000002.1    -         nhaA-I               RF03057    cm        1       55    67250    67205      -    no    1 0.70   0.0   13.0   1.4e+03 ?   Stenotrophomonas pavanii strain Y contig2, whole genome shotgun sequence
NZ_JACJMT010000016.1 -         nhaA-I               RF03057    cm        1       55    12861    12802      -    no    1 0.75   0.1   13.0   1.4e+03 ?   UNVERIFIED_ORG: Rhizobium pisi strain 27/80 Ga0394392_16, whole genome shotgun sequence
NZ_VLFI01000245.1    -         nhaA-I               RF03057    cm        1       55      230      267      +    no    1 0.74   0.0   12.9   1.5e+03 ?   Acinetobacter nosocomialis strain AS012732 AS012732_245, whole genome shotgun sequence
NZ_JACJMT010000007.1 -         nhaA-I               RF03057    cm        1       55   159083   159022      -    no    1 0.69   0.0   12.9   1.5e+03 ?   UNVERIFIED_ORG: Rhizobium pisi strain 27/80 Ga0394392_07, whole genome shotgun sequence
NZ_MRZP01000003.1    -         nhaA-I               RF03057    cm        5       55    69920    69877      -    no    1 0.75   0.0   12.9   1.5e+03 ?   Aeromonas allosaccharophila strain CCM 4363 NODE_3_length_160971_cov_91.5543_ID_5, whole genome shotgun sequence
NZ_MRVD01000002.1    -         nhaA-I               RF03057    cm       39       52   316620   316607      -    no    1 0.86   0.0   12.9   1.5e+03 ?   Ensifer adhaerens strain X097 Scaffold2, whole genome shotgun sequence
NZ_PEDB01000023.1    -         nhaA-I               RF03057    cm       39       52   154973   154986      +    no    1 0.86   0.0   12.9   1.5e+03 ?   Mycobacterium marinum strain DSM 43519 DSM43519_contig000023, whole genome shotgun sequence
NZ_PEDB01000029.1    -         nhaA-I               RF03057    cm       39       52    41519    41506      -    no    1 0.86   0.0   12.9   1.5e+03 ?   Mycobacterium marinum strain DSM 43519 DSM43519_contig000029, whole genome shotgun sequence
NZ_CABEFZ010000057.1 -         nhaA-I               RF03057    cm       39       52   121291   121278      -    no    1 0.86   0.0   12.9   1.5e+03 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_LWFX01000344.1    -         nhaA-I               RF03057    cm       39       52      847      834      -    no    1 0.86   0.0   12.9   1.5e+03 ?   Alcanivorax sp. HI0083 HI0083_c1310, whole genome shotgun sequence
NZ_MRZP01000028.1    -         nhaA-I               RF03057    cm       39       52    35905    35918      +    no    1 0.86   0.0   12.9   1.5e+03 ?   Aeromonas allosaccharophila strain CCM 4363 NODE_28_length_62190_cov_122.145_ID_55, whole genome shotgun sequence
NZ_MRVD01000046.1    -         nhaA-I               RF03057    cm       39       52     5938     5951      +    no    1 0.86   0.0   12.9   1.5e+03 ?   Ensifer adhaerens strain X097 Scaffold69, whole genome shotgun sequence
NZ_ACJD01000007.1    -         nhaA-I               RF03057    cm       39       52   346392   346405      +    no    1 0.86   0.0   12.9   1.5e+03 ?   Brucella ceti str. Cudo chromosome II VBI00082_2, whole genome shotgun sequence
NZ_MUAY01000867.1    -         nhaA-I               RF03057    cm       39       52      176      163      -    no    1 0.86   0.0   12.9   1.5e+03 ?   Streptomyces angustmyceticus strain NRRL B-2347 NRRL_B-2347_contig_868, whole genome shotgun sequence
NZ_BIMO01000003.1    -         nhaA-I               RF03057    cm       39       52   449210   449223      +    no    1 0.86   0.0   12.9   1.5e+03 ?   Stenotrophomonas pavanii strain Y contig3, whole genome shotgun sequence
NZ_SZVD01000012.1    -         nhaA-I               RF03057    cm        1       55    61349    61295      -    no    1 0.60   0.0   12.9   1.5e+03 ?   Enterobacter ludwigii strain ES-1 NODE_12_length_165480_cov_186.624952, whole genome shotgun sequence
NZ_CDRS01000222.1    -         nhaA-I               RF03057    cm        1       55      343      396      +    no    1 0.74   0.1   12.9   1.5e+03 ?   Escherichia coli strain 46A_L1, whole genome shotgun sequence
NZ_JACJNC010000006.1 -         nhaA-I               RF03057    cm        1       55   214495   214416      -    no    1 0.71   0.1   12.8   1.5e+03 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4002 Ga0394350_06, whole genome shotgun sequence
NZ_BADM01001031.1    -         nhaA-I               RF03057    cm        1       55     3123     3167      +    no    1 0.58   0.0   12.8   1.5e+03 ?   Enterobacter sp. B509, whole genome shotgun sequence
NZ_PEDB01000033.1    -         nhaA-I               RF03057    cm       36       55   173274   173255      -    no    1 0.85   0.0   12.8   1.5e+03 ?   Mycobacterium marinum strain DSM 43519 DSM43519_contig000033, whole genome shotgun sequence
NZ_QYUU01000062.1    -         nhaA-I               RF03057    cm        1       55      133      164      +    no    1 0.59   0.0   12.8   1.5e+03 ?   Campylobacter coli strain F8 Contig_76, whole genome shotgun sequence
NZ_SZVD01000013.1    -         nhaA-I               RF03057    cm        5       55    14175    14129      -    no    1 0.57   0.0   12.8   1.5e+03 ?   Enterobacter ludwigii strain ES-1 NODE_13_length_151424_cov_177.320343, whole genome shotgun sequence
NZ_SEIL01000060.1    -         nhaA-I               RF03057    cm        1       55    13733    13780      +    no    1 0.65   0.0   12.8   1.5e+03 ?   Acinetobacter lwoffii strain AL_065 NODE_58_length_20343_cov_30.5928, whole genome shotgun sequence
NZ_JYOF01000019.1    -         nhaA-I               RF03057    cm        1       55    41009    40969      -    no    1 0.66   0.0   12.8   1.5e+03 ?   Pseudomonas sp. 2(2015) contig19, whole genome shotgun sequence
NZ_LAYQ01000027.1    -         nhaA-I               RF03057    cm        1       55    18094    18146      +    no    1 0.68   0.0   12.8   1.6e+03 ?   Corynebacterium minutissimum strain 1941 Contig_27, whole genome shotgun sequence
NZ_JOIO01000345.1    -         nhaA-I               RF03057    cm        1       55      304      363      +    no    1 0.68   0.2   12.7   1.6e+03 ?   Streptomyces sp. NRRL F-3273 contig345.1, whole genome shotgun sequence
NZ_MLFE01000008.1    -         nhaA-I               RF03057    cm        1       55   139699   139764      +    no    1 0.53   0.0   12.7   1.6e+03 ?   Pantoea allii strain LMG 24248 Contig0008_, whole genome shotgun sequence
NZ_JACJMT010000015.1 -         nhaA-I               RF03057    cm       36       55    15934    15915      -    no    1 0.95   0.7   12.7   1.6e+03 ?   UNVERIFIED_ORG: Rhizobium pisi strain 27/80 Ga0394392_15, whole genome shotgun sequence
NZ_LHMF01000019.1    -         nhaA-I               RF03057    cm        1       55   160778   160727      -    no    1 0.65   0.0   12.7   1.6e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N51240 N51240_contig_19, whole genome shotgun sequence
NZ_LHNW01000013.1    -         nhaA-I               RF03057    cm        1       55    83106    83055      -    no    1 0.65   0.0   12.7   1.6e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N51287 N51287_contig_13, whole genome shotgun sequence
NZ_LHLX01000015.1    -         nhaA-I               RF03057    cm        1       55    78074    78125      +    no    1 0.65   0.0   12.7   1.6e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50442 N50442_contig_15, whole genome shotgun sequence
NZ_LHLF01000022.1    -         nhaA-I               RF03057    cm        1       55    78074    78125      +    no    1 0.65   0.0   12.7   1.6e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50420 N50420_contig_22, whole genome shotgun sequence
NZ_LHMA01000010.1    -         nhaA-I               RF03057    cm        1       55    78074    78125      +    no    1 0.65   0.0   12.7   1.6e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50445 N50445_contig_10, whole genome shotgun sequence
NZ_BIMO01000002.1    -         nhaA-I               RF03057    cm       28       55   179032   179059      +    no    1 0.82   0.0   12.7   1.6e+03 ?   Stenotrophomonas pavanii strain Y contig2, whole genome shotgun sequence
NZ_BIMO01000002.1    -         nhaA-I               RF03057    cm        1       55   120936   120889      -    no    1 0.58   0.0   12.7   1.6e+03 ?   Stenotrophomonas pavanii strain Y contig2, whole genome shotgun sequence
NZ_CABEFZ010000076.1 -         nhaA-I               RF03057    cm        1       55      524      584      +    no    1 0.62   0.0   12.7   1.6e+03 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_MRVD01000029.1    -         nhaA-I               RF03057    cm        1       55    34145    34192      +    no    1 0.58   0.0   12.7   1.7e+03 ?   Ensifer adhaerens strain X097 Scaffold46, whole genome shotgun sequence
NZ_JYOF01000015.1    -         nhaA-I               RF03057    cm        1       55   234833   234910      +    no    1 0.58   0.0   12.6   1.7e+03 ?   Pseudomonas sp. 2(2015) contig15, whole genome shotgun sequence
NZ_JAAQPR010000043.1 -         nhaA-I               RF03057    cm       35       55    14866    14846      -    no    1 0.86   0.0   12.6   1.7e+03 ?   Pseudonocardia cytotoxica strain MCCB 268 tig00000284, whole genome shotgun sequence
NZ_LAYQ01000008.1    -         nhaA-I               RF03057    cm        1       55    34601    34551      -    no    1 0.69   0.0   12.6   1.7e+03 ?   Corynebacterium minutissimum strain 1941 Contig_8, whole genome shotgun sequence
NZ_MRVD01000018.1    -         nhaA-I               RF03057    cm        1       55    49331    49284      -    no    1 0.71   0.0   12.6   1.7e+03 ?   Ensifer adhaerens strain X097 Scaffold25, whole genome shotgun sequence
NZ_JAFFPQ010000001.1 -         nhaA-I               RF03057    cm        1       55  3067556  3067608      +    no    1 0.72   0.0   12.6   1.7e+03 ?   Flagellatimonas centrodinii strain R2A-3 contig1, whole genome shotgun sequence
NZ_JYOF01000023.1    -         nhaA-I               RF03057    cm        3       55   107482   107546      +    no    1 0.68   0.0   12.6   1.7e+03 ?   Pseudomonas sp. 2(2015) contig23, whole genome shotgun sequence
NZ_JYOF01000003.1    -         nhaA-I               RF03057    cm       27       55   731665   731693      +    no    1 0.66   0.0   12.6   1.7e+03 ?   Pseudomonas sp. 2(2015) contig3, whole genome shotgun sequence
NZ_JAOA01000001.1    -         nhaA-I               RF03057    cm        1       55   288778   288837      +    no    1 0.72   0.0   12.6   1.7e+03 ?   Mycobacterium kansasii 662 gmk662.contig.0, whole genome shotgun sequence
NZ_CDMV01000032.1    -         nhaA-I               RF03057    cm        1       55   184127   184081      -    no    1 0.68   0.0   12.6   1.7e+03 ?   Klebsiella variicola strain 801, whole genome shotgun sequence
