#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
JAAYCJ010000321.1    -         nhaA-I               RF03057    cm        1       55     2831     2779      -    no    1 0.75   0.1   62.7   4.5e-07 !   Phycisphaerae bacterium isolate AS06rmzACSIP_418 543678_AS06, whole genome shotgun sequence
NZ_NESL01000001.1    -         nhaA-I               RF03057    cm        1       55   256377   256324      -    no    1 0.69   0.0   46.5    0.0038 !   Limnohabitans sp. 2KL-1 LimC-2KL-1-C1, whole genome shotgun sequence
LVAA01000079.1       -         nhaA-I               RF03057    cm        1       55    97422    97363      -    no    1 0.55   0.0   46.5    0.0038 !   Syntrophobacterales bacterium Delta_02 Delta_02_contig_18242, whole genome shotgun sequence
JAGOCE010000006.1    -         nhaA-I               RF03057    cm        1       55    16982    16934      -    no    1 0.55   0.0   46.5    0.0038 !   Candidatus Ozemobacteraceae bacterium isolate Go_SlDig_bin_287 Go_SlDig_3423_length_33671_cov_7.643185, whole genome shotgun sequence
CAIRTM010000049.1    -         nhaA-I               RF03057    cm        1       55    17122    17073      -    no    1 0.70   0.0   46.5    0.0038 !   uncultured delta proteobacterium isolate LaPlata_bin-1461 genome assembly, contig: bin-1461:049/149, whole genome shotgun sequence
CAIRTM010000049.1    -         nhaA-I               RF03057    cm        1       55    17265    17216      -    no    1 0.70   0.0   46.5    0.0038 !   uncultured delta proteobacterium isolate LaPlata_bin-1461 genome assembly, contig: bin-1461:049/149, whole genome shotgun sequence
NZ_CP070975.1        -         nhaA-I               RF03057    cm        1       55   387721   387656      -    no    1 0.55   0.0   46.5    0.0038 !   Alcaligenes sp. SORT26 chromosome, complete genome
DBTJ01000016.1       -         nhaA-I               RF03057    cm        1       55    14430    14483      +    no    1 0.72   0.0   46.5    0.0038 !   TPA_asm: Verrucomicrobia bacterium UBA1319 UBA1319_contig_26052, whole genome shotgun sequence
NZ_VZII01000030.1    -         nhaA-I               RF03057    cm        1       55     2920     2982      +    no    1 0.62   0.0   46.4    0.0039 !   Pseudomonas sp. MN1F NODE_38_length_5952_cov_211.171371, whole genome shotgun sequence
NZ_PDNW01000012.1    -         nhaA-I               RF03057    cm        1       55      222      272      +    no    1 0.63   0.0   46.4    0.0039 !   Pusillimonas sp. JR1/69-3-13 NODE_12_length_156889_cov_23.7762, whole genome shotgun sequence
NC_021499.1          -         nhaA-I               RF03057    cm        1       55  2944303  2944244      -    no    1 0.67   0.0   46.4    0.0039 !   Pseudomonas resinovorans NBRC 106553, complete sequence
JAAYCV010000034.1    -         nhaA-I               RF03057    cm        1       55     2693     2636      -    no    1 0.67   0.0   46.4    0.0039 !   Ramlibacter sp. isolate AS06rmzACSIP_5 38406_AS06, whole genome shotgun sequence
NZ_VSSS01000126.1    -         nhaA-I               RF03057    cm        1       55     6616     6564      -    no    1 0.70   0.0   46.4    0.0039 !   Bradyrhizobium rifense strain CTAW71 CTAW71_S1_R1__contig_127, whole genome shotgun sequence
NZ_RXLQ01000001.1    -         nhaA-I               RF03057    cm        1       55   409149   409100      -    no    1 0.70   0.0   46.4    0.0039 !   Massilia atriviolacea strain SOD Scaffold1, whole genome shotgun sequence
NZ_CP022222.1        -         nhaA-I               RF03057    cm        1       55   145217   145162      -    no    1 0.70   0.0   46.4     0.004 !   Bradyrhizobium sp. CCBAU 051011 chromosome, complete genome
NZ_LGHL01000068.1    -         nhaA-I               RF03057    cm        1       55    47626    47574      -    no    1 0.75   0.0   46.4     0.004 !   Bradyrhizobium sp. NAS80.1 Bradyrhizobium_NAS_80.1_c68, whole genome shotgun sequence
NZ_NQYG01000014.1    -         nhaA-I               RF03057    cm        1       55    46965    46906      -    no    1 0.70   0.0   46.4     0.004 !   Pseudomonas sp. AD21 PseAD21_14, whole genome shotgun sequence
NZ_NRST01000001.1    -         nhaA-I               RF03057    cm        1       55   844717   844776      +    no    1 0.70   0.0   46.4     0.004 !   Pseudomonas moraviensis strain TYU6 Contig1, whole genome shotgun sequence
NZ_MKWS01000024.1    -         nhaA-I               RF03057    cm        1       55     2505     2564      +    no    1 0.70   0.0   46.4     0.004 !   Pseudomonas koreensis strain A9 contig00024, whole genome shotgun sequence
NZ_QAIK01000008.1    -         nhaA-I               RF03057    cm        1       55     7684     7743      +    no    1 0.70   0.0   46.4     0.004 !   Pseudomonas sp. HMWF021 NODE_13_length_11505_cov_8.722121, whole genome shotgun sequence
NZ_JAAQYM010000004.1 -         nhaA-I               RF03057    cm        1       55   199699   199640      -    no    1 0.70   0.0   46.4     0.004 !   Pseudomonas koreensis strain DSM 16610 4_689935_43.6047, whole genome shotgun sequence
NZ_CP038438.1        -         nhaA-I               RF03057    cm        1       55  2167247  2167188      -    no    1 0.70   0.0   46.4     0.004 !   Pseudomonas fluorescens strain LBUM677 chromosome, complete genome
NZ_JFYN01000017.1    -         nhaA-I               RF03057    cm        1       55    44643    44584      -    no    1 0.70   0.0   46.4     0.004 !   Pseudomonas sp. RIT288 contigs24, whole genome shotgun sequence
NZ_AYMJ01000013.1    -         nhaA-I               RF03057    cm        1       55   190900   190841      -    no    1 0.70   0.0   46.4     0.004 !   Pseudomonas sp. H1h Contig13, whole genome shotgun sequence
NZ_CM001561.1        -         nhaA-I               RF03057    cm        1       55  2141764  2141705      -    no    1 0.70   0.0   46.4     0.004 !   Pseudomonas fluorescens R124 chromosome, whole genome shotgun sequence
NZ_AKJP02000008.1    -         nhaA-I               RF03057    cm        1       55    85406    85347      -    no    1 0.70   0.0   46.4     0.004 !   Pseudomonas sp. GM30 ctg17, whole genome shotgun sequence
DLMV01000005.1       -         nhaA-I               RF03057    cm        1       55    53255    53317      +    no    1 0.56   0.0   46.4     0.004 !   TPA_asm: Deltaproteobacteria bacterium UBA7527 UBA7527_contig_2199, whole genome shotgun sequence
CP053418.1           -         nhaA-I               RF03057    cm        1       55  1962353  1962300      -    no    1 0.74   0.0   46.4     0.004 !   Ramlibacter sp. H242 chromosome, complete genome
NZ_JADKYZ010000013.1 -         nhaA-I               RF03057    cm        1       55    28073    28135      +    no    1 0.73   0.4   46.4     0.004 !   Diaphorobacter sp. NR2-3-3-1 contig13, whole genome shotgun sequence
DDXV01000020.1       -         nhaA-I               RF03057    cm        1       55     6706     6761      +    no    1 0.62   0.0   46.4     0.004 !   TPA_asm: Syntrophaceae bacterium UBA2251 UBA2251_contig_3024, whole genome shotgun sequence
NZ_CP030352.1        -         nhaA-I               RF03057    cm        1       55  1888749  1888695      -    no    1 0.65   0.0   46.4    0.0041 !   Novosphingobium sp. P6W chromosome 1, complete sequence
NZ_KQ130452.1        -         nhaA-I               RF03057    cm        1       55   647592   647538      -    no    1 0.65   0.0   46.4    0.0041 !   Novosphingobium barchaimii LL02 25411_scaffold_01, whole genome shotgun sequence
NZ_JAAMQJ010000014.1 -         nhaA-I               RF03057    cm        1       55    81314    81376      +    no    1 0.67   0.0   46.3    0.0041 !   Pseudomonas entomophila strain 6C6 NODE_14_length_103554_cov_32.446112, whole genome shotgun sequence
NZ_JACHLP010000001.1 -         nhaA-I               RF03057    cm        1       55   192266   192209      -    no    1 0.67   0.0   46.3    0.0041 !   Paucibacter oligotrophus strain S00239 Ga0436337_01, whole genome shotgun sequence
NZ_FOPO01000004.1    -         nhaA-I               RF03057    cm        1       55    90731    90673      -    no    1 0.68   0.0   46.3    0.0041 !   Pseudomonas sp. NFACC45, whole genome shotgun sequence
NZ_FPHO01000003.1    -         nhaA-I               RF03057    cm        1       55  2138378  2138324      -    no    1 0.67   0.0   46.3    0.0041 !   Hyphomicrobium sp. CS1GBMeth3, whole genome shotgun sequence
CAISWQ010000102.1    -         nhaA-I               RF03057    cm        1       55     3232     3285      +    no    1 0.61   0.0   46.3    0.0042 !   uncultured Lentisphaerae bacterium isolate LaPlata-15m-a_bin-260 genome assembly, contig: bin-260:102/125, whole genome shotgun sequence
CP063848.1           -         nhaA-I               RF03057    cm        1       55  1924150  1924097      -    no    1 0.70   0.0   46.3    0.0042 !   Massilia sp. UMI-21 chromosome, complete genome
NZ_JABMCN010000367.1 -         nhaA-I               RF03057    cm        1       55     2650     2588      -    no    1 0.65   0.0   46.3    0.0042 !   Pseudomonas sp. CM27 scf_16014_367, whole genome shotgun sequence
JACPGN010000089.1    -         nhaA-I               RF03057    cm        1       55     3386     3438      +    no    1 0.62   0.0   46.3    0.0042 !   Lentisphaerae bacterium isolate NC_groundwater_388_Ag_B-0.1um_59_22 GD18-4_B1_scaffold_353710, whole genome shotgun sequence
DHQV01000061.1       -         nhaA-I               RF03057    cm        1       55     5752     5691      -    no    1 0.63   0.0   46.3    0.0042 !   TPA_asm: Deltaproteobacteria bacterium UBA5329 UBA5329_contig_35843, whole genome shotgun sequence
JH599913.1           -         nhaA-I               RF03057    cm        1       55     2300     2245      -    no    1 0.64   0.0   46.3    0.0042 !   Acetobacteraceae bacterium AT-5844 genomic scaffold Scfld5, whole genome shotgun sequence
NZ_WSJB01000011.1    -         nhaA-I               RF03057    cm        1       55     5573     5522      -    no    1 0.65   0.0   46.3    0.0042 !   Bordetella sp. 02P26C-1 NODE_11_length_74994_cov_28.943823, whole genome shotgun sequence
NZ_JAHCDD010000030.1 -         nhaA-I               RF03057    cm        1       55    56437    56384      -    no    1 0.65   0.0   46.3    0.0042 !   Acidovorax sp. CCYZU-2555 30, whole genome shotgun sequence
JAAYXG010000050.1    -         nhaA-I               RF03057    cm        1       55      525      467      -    no    1 0.69   0.0   46.3    0.0042 !   Xanthomonadaceae bacterium isolate AS06rmzACSIP_108 44596_AS06, whole genome shotgun sequence
NC_010170.1          -         nhaA-I               RF03057    cm        1       55  2537258  2537202      -    no    1 0.70   0.0   46.3    0.0042 !   Bordetella petrii, complete sequence
NZ_VSSS01000078.1    -         nhaA-I               RF03057    cm        1       55     2379     2327      -    no    1 0.66   0.0   46.3    0.0043 !   Bradyrhizobium rifense strain CTAW71 CTAW71_S1_R1__contig_79, whole genome shotgun sequence
NZ_MUIN01000007.1    -         nhaA-I               RF03057    cm        1       55   368864   368925      +    no    1 0.58   0.0   46.3    0.0043 !   Pseudomonas sp. Bc-h sc_007, whole genome shotgun sequence
NZ_UUOC01000047.1    -         nhaA-I               RF03057    cm        1       55   132538   132599      +    no    1 0.58   0.0   46.3    0.0043 !   Pseudomonas viridiflava isolate p4.B4, whole genome shotgun sequence
NZ_SZVI01000010.1    -         nhaA-I               RF03057    cm        1       55   106543   106486      -    no    1 0.64   0.0   46.3    0.0043 !   Rhodoferax sp. BLA1 NODE_8_length_346672_cov_13.928869, whole genome shotgun sequence
LSIG01000021.1       -         nhaA-I               RF03057    cm        1       55     1083     1138      +    no    1 0.77   0.4   46.3    0.0043 !   Rhizobiales bacterium CCH10-E5 CCH10-E5_contig21, whole genome shotgun sequence
NZ_JAFCJM010000018.1 -         nhaA-I               RF03057    cm        1       55   117093   117145      +    no    1 0.68   0.0   46.3    0.0043 !   Bradyrhizobium liaoningense strain SZCCT0420 NODE_18, whole genome shotgun sequence
NZ_JAFCLP010000014.1 -         nhaA-I               RF03057    cm        1       55   113957   113905      -    no    1 0.68   0.0   46.3    0.0043 !   Bradyrhizobium iriomotense strain SZCCT0007 NODE_14, whole genome shotgun sequence
NZ_CP022222.1        -         nhaA-I               RF03057    cm        1       55  7072505  7072557      +    no    1 0.68   0.0   46.3    0.0043 !   Bradyrhizobium sp. CCBAU 051011 chromosome, complete genome
NZ_JAAOLC030000001.1 -         nhaA-I               RF03057    cm        1       55  3237819  3237871      +    no    1 0.68   0.0   46.3    0.0043 !   Bradyrhizobium sp. 1S5 Bradyrhizobium_sp_1S5_Contig1, whole genome shotgun sequence
NZ_BMGG01000003.1    -         nhaA-I               RF03057    cm        1       55    31143    31087      -    no    1 0.67   0.0   46.3    0.0043 !   Chelatococcus reniformis strain CGMCC 1.12919 sequence03, whole genome shotgun sequence
NZ_JABWMJ010000001.1 -         nhaA-I               RF03057    cm        1       55   575776   575722      -    no    1 0.71   0.0   46.3    0.0043 !   Schlegelella koreensis strain ID0723 contig1, whole genome shotgun sequence
MGUD01000001.1       -         nhaA-I               RF03057    cm        1       55    30846    30892      +    no    1 0.64   0.0   46.3    0.0043 !   Elusimicrobia bacterium GWC2_61_19 gwc2_scaffold_1091, whole genome shotgun sequence
NZ_NVQC01000023.1    -         nhaA-I               RF03057    cm        1       55   133952   133894      -    no    1 0.63   0.0   46.3    0.0043 !   Candidatus Methylomirabilis limnetica strain Zug NODE_7_length_141300_cov_38.6939_ID_13, whole genome shotgun sequence
NZ_SULM01000006.1    -         nhaA-I               RF03057    cm        1       55   221287   221227      -    no    1 0.69   0.0   46.2    0.0043 !   Pseudomonas rhizoryzae strain RY24 contig6, whole genome shotgun sequence
DIFQ01000056.1       -         nhaA-I               RF03057    cm        1       55    21466    21516      +    no    1 0.67   0.0   46.2    0.0044 !   TPA_asm: Syntrophaceae bacterium UBA5744 UBA5744_contig_14779, whole genome shotgun sequence
NZ_CP044131.1        -         nhaA-I               RF03057    cm        1       55   974791   974728      -    no    1 0.67   0.0   46.2    0.0044 !   Comamonas testosteroni strain NFYY023 chromosome, complete genome
MVRP01000001.1       -         nhaA-I               RF03057    cm        1       55    47864    47916      +    no    1 0.66   0.0   46.2    0.0044 !   MAG: Syntrophorhabdaceae bacterium PtaU1.Bin034 A4E57_contig000001, whole genome shotgun sequence
MHFO01000075.1       -         nhaA-I               RF03057    cm        1       55     4522     4580      +    no    1 0.54   0.0   46.2    0.0045 !   Omnitrophica bacterium RIFCSPLOWO2_01_FULL_50_24 rifcsplowo2_01_scaffold_6785, whole genome shotgun sequence
JAEUIC010000039.1    -         nhaA-I               RF03057    cm        1       55    68796    68746      -    no    1 0.75   0.0   46.2    0.0045 !   Planctomycetes bacterium isolate new MAG-33 k141_410223, whole genome shotgun sequence
